,experiment,policy,Gain,Final Value,Initial Value,num_stocks,pct_variance,initial_budget,trading_fee,average_error,status,runtime,leftover_cash
49,35_307272_306625_4,DayTrading,0.1878509594045273,364993.3399981479,307272.0,35,0.00020597509986787792,307272,4,6.246876341104907,Complete,310.18132758140564,1.6399862650206236
50,35_307272_306625_4,Directional,0.10375559764638516,339153.19000000006,307272.0,35,0.00020597509986787792,307272,4,6.246876341104907,Infeasible,41.555176734924316,2588.9200000000556
51,35_331049_330703_2,Naive,0.014404816205456025,335817.7,331049.0,35,0.0002369436555822601,331049,2,5.719071540058609,Complete,3.9225635528564453,0.5599999999785723
52,35_331049_330703_2,DayTrading,-0.044436805427595163,316338.24000000005,331049.0,35,0.0002369436555822601,331049,2,5.719071540058609,Infeasible,193.3681173324585,11.70000000006985
53,35_331049_330703_2,Directional,0.014355367332328495,335801.33,331049.0,35,0.0002369436555822601,331049,2,5.719071540058609,Infeasible,16.368401050567627,12374.649999999978
54,35_71748_70282_4,Naive,0.012398254709127452,72637.54997887048,71748.0,35,0.0002635760597286062,71748,4,7.144861432598835,Complete,3.9138410091400146,13.229978870486775
55,35_71748_70282_4,DayTrading,0.07736940402519919,77299.09999999999,71748.0,35,0.0002635760597286062,71748,4,7.144861432598835,Complete,263.8283038139343,0.44000000001087614
56,35_71748_70282_4,Directional,0.04796510007247581,75189.4,71748.0,35,0.0002635760597286062,71748,4,7.144861432598835,Infeasible,705.8160538673401,5.4299999999968485
57,36_102923_100864_2,Naive,-0.04581599836771197,98207.47999999998,102923.0,36,0.0002702123221058259,102923,2,8.560176766303622,Complete,3.960341453552246,1.8399999999946886
58,36_102923_100864_2,DayTrading,-0.1286968900906054,89677.12998120462,102923.0,36,0.0002702123221058259,102923,2,8.560176766303622,Infeasible,1036.0298783779144,2.369980983231939
59,36_102923_100864_2,Directional,-0.0521868775686678,97551.77,102923.0,36,0.0002702123221058259,102923,2,8.560176766303622,Infeasible,159.06024765968323,17.449999999992997
60,36_193644_193038_3,Naive,-0.05697506771263744,182611.11998785404,193644.0,36,0.0002414182651654826,193644,3,8.452480168783277,Complete,3.963315010070801,0.23998785402477552
61,36_193644_193038_3,DayTrading,-0.03446411972485602,186970.22999999998,193644.0,36,0.0002414182651654826,193644,3,8.452480168783277,Complete,172.77850699424744,2.3899999999930515
62,36_193644_193038_3,Directional,-0.05303784263906959,183373.54,193644.0,36,0.0002414182651654826,193644,3,8.452480168783277,Infeasible,18.41367220878601,14643.600000000017
63,36_201819_200650_3,Naive,0.044244595367598054,210748.39999249327,201819.0,36,0.0002811817759924498,201819,3,9.743135737430116,Complete,4.005925893783569,1.669992493276368
64,36_201819_200650_3,DayTrading,0.047061822719858794,211316.96999949918,201819.0,36,0.0002811817759924498,201819,3,9.743135737430116,Complete,123.16023182868958,0.1099972933801634
65,36_201819_200650_3,Directional,0.045301780308097894,210961.76,201819.0,36,0.0002811817759924498,201819,3,9.743135737430116,Infeasible,80.59731078147888,362.08999999999764
66,36_223944_222739_8,Naive,0.01660859403401166,227663.3949823527,223944.0,36,0.000299792788928604,223944,8,9.094494394256094,Complete,4.032971382141113,0.039982352737979454
67,36_223944_222739_8,DayTrading,0.18080966669971943,264435.23999940197,223944.0,36,0.000299792788928604,223944,8,9.094494394256094,Complete,97.9139757156372,0.6649339780389525
68,36_223944_222739_8,Directional,0.028623562140535058,230354.07499999998,223944.0,36,0.000299792788928604,223944,8,9.094494394256094,Infeasible,1123.5544481277466,22.220000000013954
69,36_36000_34496_3,Naive,0.008224721655092759,36296.08997958334,36000.0,36,0.00040299554297222487,36000,3,9.628202425595463,Complete,4.088719129562378,3.3199795833377266
70,36_36000_34496_3,DayTrading,-0.07115277777777798,33438.49999999999,36000.0,36,0.00040299554297222487,36000,3,9.628202425595463,Infeasible,243.7476806640625,0.33999999999767283
71,36_36000_34496_3,Directional,0.02346722222222201,36844.81999999999,36000.0,36,0.00040299554297222487,36000,3,9.628202425595463,Infeasible,670.2960667610168,17.399999999997817
72,36_89534_88154_3,Naive,0.011564824375383446,90569.44498562558,89534.0,36,0.00010561727109584895,89534,3,7.377916215242219,Complete,4.032336235046387,2.689985625581585
73,36_89534_88154_3,DayTrading,-0.024350470212433344,87353.805,89534.0,36,0.00010561727109584895,89534,3,7.377916215242219,Infeasible,407.847482919693,6.614999999991875
74,36_89534_88154_3,Directional,0.011269852793352448,90543.03500000002,89534.0,36,0.00010561727109584895,89534,3,7.377916215242219,Infeasible,964.8692438602448,1567.5000000000118
75,36_96239_95289_2,Naive,0.0004969917361704018,96286.8299876973,96239.0,36,0.0002660884250085887,96239,2,7.834570702960858,Complete,4.088508129119873,0.5199876973089204
76,36_96239_95289_2,DayTrading,-0.04097870925589915,92295.24999992152,96239.0,36,0.0002660884250085887,96239,2,7.834570702960858,Infeasible,494.434618473053,3.0499964447907595
77,36_96239_95289_2,Directional,-0.0046117478361163535,95795.17,96239.0,36,0.0002660884250085887,96239,2,7.834570702960858,Infeasible,936.0484626293182,11.750000000007049
78,37_168979_168787_9,Naive,0.01078654714956754,170801.69995078677,168979.0,37,0.00018448596207968853,168979,9,7.66183141559578,Complete,4.126165151596069,1.0099507867852822
79,37_168979_168787_9,DayTrading,-0.09349629243970868,153180.08999983047,168979.0,37,0.00018448596207968853,168979,9,7.66183141559578,Infeasible,325.5088908672333,11.069999830449941
80,37_168979_168787_9,Directional,0.014558317897490151,171439.05,168979.0,37,0.00018448596207968853,168979,9,7.66183141559578,Infeasible,120.89150762557983,552.7700000000011
