,experiment,horizon,forecast_model,policy,Gain,Final Value,Initial Value,num_stocks,initial_budget,trading_fee,status,total_runtime,forecast_time,solve_time,leftover_cash,penalty,total_trades,total_trading_costs
81,20200225_64_25_6_104562,64,GBM,Naive,-0.006749807204257384,102817.575,103516.29,25,104562.86,6,Complete,10.765836477279663,2.2184853553771973,0.19141888618469238,4.9100000000053114,,18,108
82,20200225_64_25_6_104562,64,GBM,Directional,-0.0720793799700508,96054.90000000002,103516.29,25,104562.86,6,Complete,113.87360906600952,2.0483920574188232,103.3919928073883,75.91500000001497,,32,192
83,20200225_64_25_6_104562,64,GBM,SeededDirectional,-0.03259008799484585,100142.68500000001,103516.29,25,104562.86,6,Complete,61.576802492141724,1.7929110527038574,51.35672426223755,1401.8350000000137,,32,192
84,20200416_44_16_9_234748,44,GBM,Naive,0.10830873332408794,271486.73,244955.87000000002,16,234748.32,9,Complete,6.757130861282349,0.7014338970184326,0.16092419624328613,0.010000000009199539,,14,126
85,20200416_44_16_9_234748,44,GBM,Directional,0.07057663080292789,262244.03,244955.87000000002,16,234748.32,9,Infeasible,20.252196073532104,0.6474604606628418,13.614706754684448,33046.17000000002,,12,108
86,20200416_44_16_9_234748,44,GBM,SeededDirectional,0.07911078023972233,264334.52,244955.87000000002,16,234748.32,9,Infeasible,21.655067443847656,0.7721147537231445,14.912532806396484,19701.220000000027,,13,117
87,20200416_82_18_8_169606,82,GBM,Naive,0.06695453631703487,186826.29999999996,175102.4,18,169606.63,8,Complete,13.635396718978882,2.219496965408325,0.15598344802856445,1.8699999999557804,,16,128
88,20200416_82_18_8_169606,82,GBM,Directional,0.09383012454426654,191532.27999999997,175102.4,18,169606.63,8,Complete,65.73589777946472,2.1717185974121094,52.29751205444336,20.47999999998865,,24,192
89,20200416_82_18_8_169606,82,GBM,SeededDirectional,0.07693172680671403,188573.32999999996,175102.4,18,169606.63,8,Complete,64.57876586914062,2.0294363498687744,51.19863796234131,22.959999999952743,,26,208
90,20200603_72_34_9_95046,72,GBM,Naive,0.03037970667993367,97442.02999999998,94569.05,34,95046.53,9,Complete,13.117902040481567,2.8022875785827637,0.26993823051452637,0.03999999999859938,,23,207
