,APC_70332,BAX_27887,CAH_21371,CHTR_12308,CMG_91068,C_70519,DHI_77661,DRI_81655,FAST_11618,FMC_19166,GLW_22293,GL_62308,GPN_88873,HP_32707,LOW_61399,MYL_69550,NRG_90071,TXN_15579,USB_66157,VRSK_93089,WBA_19502
1999-01-21,0.03111111111111109,0.001980198019801982,0.016754850088183337,0.0,0.0,-0.015258215962441368,0.0,-0.02931596091205213,0.0,0.0,-0.017587939698492483,-0.01845018450184499,0.0,0.0,-0.010778443113772407,0.0,0.0,-0.035131744040150514,-0.04230769230769227,0.0,-0.005393743257820938
1999-01-22,-0.03448275862068961,-0.010869565217391353,0.013876843018213458,0.0,0.0,-0.015494636471990453,0.0,-0.006711409395973145,0.0,0.0,0.0012787723785165905,-0.005639097744360888,0.0,0.0,0.02300242130750596,0.0,0.0,-0.032509752925877766,-0.02008032128514059,0.0,0.014099783080260275
1999-01-25,0.008928571428571397,0.031968031968031996,-0.022241231822070162,0.0,0.0,0.0314769975786926,0.0,0.023648648648648685,0.0,0.0,-0.011494252873563204,0.007561436672967936,0.0,0.0,0.008284023668639007,0.0,0.0,0.006720430107526987,0.016393442622950838,0.0,-0.0010695187165775666
1999-01-26,-0.0331858407079646,0.0038722168441431837,0.01924759405074372,0.0,0.0,0.04225352112676051,0.0,-0.02970297029702973,0.0,0.0,-0.03100775193798455,-0.015009380863039379,0.0,0.0,0.0023474178403755097,0.0,0.0,0.04806408544726293,0.024193548387096753,0.0,0.01927194860813697
1999-01-27,-0.01830663615560646,0.028929604628736838,0.025751072961373467,0.0,0.0,-0.027027027027026973,0.0,0.010204081632652962,0.0,0.0,0.029333333333333433,-0.015238095238095273,0.0,0.0,0.011709601873536313,0.0,0.0,-0.0286624203821656,-0.027559055118110187,0.0,-0.006302521008403339
1999-01-28,-0.009324009324009341,0.04686035613870665,-0.010041841004184149,0.0,0.0,0.02777777777777768,0.0,0.010101010101010166,0.0,0.0,0.005181347150259086,0.011605415860735047,0.0,0.0,0.0439814814814814,0.0,0.0,0.004590163934426128,0.036437246963562764,0.0,0.019027484143763207
1999-01-29,0.018823529411764683,0.01611459265890769,0.0,0.0,0.0,0.010135135135135087,0.0,0.0,0.0,0.0,0.005154639175257714,0.003824091778202643,0.0,0.0,0.03436807095343686,0.0,0.0,0.03263707571801566,0.052734375,0.0,0.03734439834024905
1999-02-01,0.020785219399538146,0.0008810572687225626,0.0515638207945901,0.0,0.0,-0.027870680044593144,0.0,-0.00666666666666671,0.0,0.0,-0.002564102564102555,-0.03428571428571425,0.0,0.0,-0.02143622722400862,0.0,0.0,-0.039190897597977226,-0.005565862708719838,0.0,-0.0050000000000000044
1999-02-02,-0.013574660633484115,-0.01848591549295775,0.015273311897106012,0.0,0.0,-0.026376146788990806,0.0,0.0,0.0,0.0,-0.028277634961439535,-0.007889546351084853,0.0,0.0,-0.018619934282584905,0.0,0.0,0.020394736842105354,-0.013059701492537323,0.0,-0.014070351758794009
1999-02-03,0.05275229357798161,0.016143497757847625,0.019794140934283444,0.0,0.0,0.02473498233215543,0.0,0.0,0.0,0.0,0.039682539682539764,0.0656063618290259,0.0,0.0,0.006696428571428603,0.0,0.0,0.04835589941972929,-0.017013232514177745,0.0,0.007135575942915473
1999-02-04,-0.004357298474945481,-0.02206531332744921,-0.01164596273291929,0.0,0.0,-0.02298850574712641,0.0,-0.006711409395973145,0.0,0.0,-0.006361323155216314,-0.001865671641791078,0.0,0.0,-0.0044345898004434225,0.0,0.0,-0.05535055350553508,-0.03653846153846152,0.0,-0.012145748987854255
1999-02-05,0.0897155361050328,0.0072202166064982976,-0.027494108405341722,0.0,0.0,-0.004705882352941226,0.0,0.0,0.0,0.0,-0.014084507042253502,-0.04112149532710285,0.0,0.0,-0.020044543429844075,0.0,0.0,-0.01432291666666663,-0.017964071856287456,0.0,-0.0051229508196721785
1999-02-08,-0.012048192771084376,-0.005376344086021501,-0.03634894991922455,0.0,0.0,-0.007092198581560294,0.0,0.013513513513513598,0.0,0.0,-0.0025974025974025983,0.04678362573099415,0.0,0.0,-0.01931818181818179,0.0,0.0,0.006605019815059343,0.0060975609756097615,0.0,-0.02059732234809475
1999-02-09,-0.0060975609756097615,-0.023423423423423406,-0.00419111483654655,0.0,0.0,-0.0357142857142857,0.0,-0.0033333333333332993,0.0,0.0,-0.01822916666666663,-0.03724394785847296,0.0,0.0,-0.01969872537659323,0.0,0.0,-0.08727034120734911,-0.014141414141414121,0.0,-0.012618296529968487
1999-02-10,0.004089979550102152,0.0018450184501845879,-0.021043771043771087,0.0,0.0,0.03456790123456788,0.0,0.0635451505016722,0.0,0.0,0.009283819628647105,-0.011605415860735047,0.0,0.0,-0.007092198581560294,0.0,0.0,0.019410496046009973,0.03688524590163933,0.0,0.008519701810436597
1999-02-11,-0.05295315682281054,-0.0018416206261510082,0.02837489251934655,0.0,0.0,0.023866348448687402,0.0,0.04402515723270439,0.0,0.0,0.042049934296977565,0.03326810176125239,0.0,0.0,0.04166666666666674,0.0,0.0,0.07263751763046544,0.015810276679841806,0.0,0.03907074973600855
1999-02-12,0.03010752688172036,-0.0009225092250922939,0.02341137123745818,0.0,0.0,-0.03263403263403264,0.0,-0.051204819277108404,0.0,0.0,-0.031525851197982346,-0.02840909090909094,0.0,0.0,-0.012571428571428567,0.0,0.0,-0.017751479289940808,-0.02529182879377434,0.0,-0.018292682926829285
1999-02-15,-0.02192066805845516,0.006463527239150446,0.016339869281045694,0.0,0.0,0.015060240963855387,0.0,0.026984126984126888,0.0,0.0,0.00846354166666674,0.011695906432748648,0.0,0.0,0.004629629629629539,0.0,0.0,-0.012717536813922403,0.010978043912175606,0.0,-0.2360248447204969
1999-02-16,-0.022411953041622246,0.006422018348623881,0.016077170418006492,0.0,0.0,0.014836795252225476,0.0,0.026275115919629055,0.0,0.0,0.008392511297611316,0.011560693641618602,0.0,0.0,0.004608294930875667,0.0,0.0,-0.012881355932203409,0.010858835143139123,0.0,-0.3089430894308943
1999-02-17,-0.008733624454148492,-0.027347310847766648,-0.02848101265822789,0.0,0.0,-0.007017543859649145,0.0,-0.02108433734939763,0.0,0.0,-0.002560819462227859,-0.013333333333333308,0.0,0.0,-0.014908256880733939,0.0,0.0,-0.0013736263736263687,-0.00390625,0.0,-0.015686274509803977
1999-02-18,0.008810572687224738,0.0018744142455482393,-0.002442996742671011,0.0,0.0,-0.002355712603062443,0.0,0.027692307692307683,0.0,0.0,-0.007702182284980763,0.02895752895752901,0.0,0.0,0.03143189755529696,0.0,0.0,0.013067400275103225,0.03333333333333344,0.0,0.007968127490039834
1999-02-19,-0.024017467248908297,0.007483629560336658,-0.004897959183673417,0.0,0.0,0.023612750885478206,0.0,0.008982035928143617,0.0,0.0,-0.005174644243208237,0.022514071294559068,0.0,0.0,0.030474040632054278,0.0,0.0,0.010183299389002087,0.00189753320683117,0.0,-0.013833992094861691
1999-02-22,0.0,0.03156917363045486,-0.011484823625922846,0.0,0.0,0.023068050749711633,0.0,0.029673590504450953,0.0,0.0,0.04681404421326407,0.023853211009174258,0.0,0.0,0.024096385542168752,0.0,0.0,0.06317204301075274,0.015151515151515138,0.0,0.044088176352705455
1999-02-23,0.0,-0.012601260126012592,-0.016597510373444035,0.0,0.0,0.0496054114994362,0.0,0.03458213256484144,0.0,0.0,0.08322981366459636,-0.010752688172043001,0.0,0.0,-0.03208556149732622,0.0,0.0,0.011378002528444897,0.00746268656716409,0.0,0.0057581573896352545
1999-02-24,-0.02684563758389258,0.021877848678213407,0.009282700421940904,0.0,0.0,-0.02148227712137485,0.0,-0.01949860724233987,0.0,0.0,-0.01834862385321101,-0.02898550724637683,0.0,0.0,0.034254143646408775,0.0,0.0,0.020000000000000018,-0.02777777777777779,0.0,0.003816793893129722
1999-02-25,0.02298850574712641,-0.00802854594112401,-0.024247491638796026,0.0,0.0,0.014270032930845167,0.0,0.019886363636363535,0.0,0.0,0.009345794392523255,-0.005597014925373123,0.0,0.0,0.007478632478632452,0.0,0.0,-0.056372549019607865,-0.020952380952380945,0.0,-0.03802281368821292
1999-02-26,-0.011235955056179803,0.012589928057553879,-0.010282776349614386,0.0,0.0,0.017316017316017396,0.0,-0.01949860724233987,0.0,0.0,-0.0092592592592593,-0.0056285178236398226,0.0,0.0,0.006362672322375307,0.0,0.0,-0.07337662337662343,0.005836575875486361,0.0,0.011857707509881354
1999-03-01,0.0,-0.005328596802841923,-0.016450216450216493,0.0,0.0,0.042553191489361764,0.0,0.02556818181818188,0.0,0.0,0.05607476635514019,0.0018867924528302993,0.0,0.0,0.0,0.0,0.0,0.034337771548703655,0.02127659574468077,0.0,-0.03515625
1999-03-02,0.0,-0.018750000000000044,0.028169014084507005,0.0,0.0,-0.03673469387755102,0.0,-0.024930747922437657,0.0,0.0,-0.012168141592920345,0.020715630885122405,0.0,0.0,0.005268703898840821,0.0,0.0,-0.06233062330623307,0.0018939393939394478,0.0,-0.012145748987854255
1999-03-03,0.06363636363636371,0.01182893539581431,0.011986301369863117,0.0,0.0,-0.01906779661016944,0.0,-0.005681818181818232,0.0,0.0,-0.016797312430011146,0.0018450184501845879,0.0,0.0,0.002096436058700135,0.0,0.0,0.06213872832369938,0.013232514177693666,0.0,-0.020491803278688492
1999-03-04,0.047008547008547064,0.021582733812949728,0.0008460236886633776,0.0,0.0,0.04211663066954641,0.0,-0.008571428571428563,0.0,0.0,0.019362186788154823,-0.007366482504604033,0.0,0.0,-0.007322175732217606,0.0,0.0,0.006802721088435382,0.014925373134328401,0.0,-0.03347280334728031
1999-03-05,0.02857142857142847,0.03169014084507049,0.0,0.0,0.0,0.023834196891191706,0.0,-0.023054755043227626,0.0,0.0,0.013407821229050265,0.005565862708719838,0.0,0.0,0.0453108535300315,0.0,0.0,0.08783783783783794,0.023897058823529438,0.0,0.03679653679653683
1999-03-08,0.051587301587301626,-0.0034129692832765013,0.03465765004226551,0.0,0.0,0.004048582995951344,0.0,0.0,0.0,0.0,0.024255788313120252,0.009225092250922495,0.0,0.0,0.012096774193548487,0.0,0.0,0.04347826086956519,-0.014362657091561926,0.0,0.016701461377870652
1999-03-09,0.03396226415094339,-0.015410958904109595,-0.022058823529411797,0.0,0.0,0.008064516129032251,0.0,0.002949852507374562,0.0,0.0,0.02152852529601712,-0.007312614259597838,0.0,0.0,0.014940239043824688,0.0,0.0,-0.05654761904761907,0.007285974499089187,0.0,-0.01642710472279263
1999-03-10,0.051094890510948954,0.01565217391304352,-0.04761904761904767,0.0,0.0,0.02400000000000002,0.0,-0.0117647058823529,0.0,0.0,0.007376185458377149,0.009208103130755152,0.0,0.0,0.018645731108930308,0.0,0.0,0.029652996845425772,0.009041591320072317,0.0,0.006263048016701411
1999-03-11,-0.02951388888888884,0.021404109589041154,0.03859649122807007,0.0,0.0,0.0302734375,0.0,0.03571428571428581,0.0,0.0,0.01569037656903771,0.007299270072992803,0.0,0.0,0.003853564547206201,0.0,0.0,-0.037377450980392135,0.019713261648745428,0.0,0.026970954356846377
1999-03-12,-0.012522361359570633,0.010896898575020852,0.05067567567567566,0.0,0.0,0.0,0.0,0.011494252873563315,0.0,0.0,-0.028836251287332693,-0.018115942028985477,0.0,0.0,-0.0038387715930902067,0.0,0.0,0.013367281985996238,-0.0035149384885764245,0.0,-0.018181818181818188
1999-03-15,-0.010869565217391353,0.00746268656716409,-0.007234726688102877,0.0,0.0,0.0,0.0,-0.0028409090909090606,0.0,0.0,0.0010604453870626251,0.022140221402213944,0.0,0.0,-0.010597302504816941,0.0,0.0,-0.0006281407035175768,0.005291005291005346,0.0,0.0
1999-03-16,0.0146520146520146,-0.026337448559670795,-0.0080971659919028,0.0,0.0,-0.02180094786729858,0.0,-0.005698005698005715,0.0,0.0,-0.0010593220338983578,-0.018050541516245522,0.0,0.0,-0.02434274586173324,0.0,0.0,0.048397234443745996,-0.010526315789473717,0.0,-0.012345679012345734
1999-03-17,0.03068592057761732,-0.06001690617075228,-0.024489795918367308,0.0,0.0,-0.027131782945736482,0.0,0.002865329512893977,0.0,0.0,0.018027571580063517,-0.005514705882352922,0.0,0.0,-0.008982035928143728,0.0,0.0,-0.013189448441247031,-0.015957446808510634,0.0,-0.004166666666666652
1999-03-18,0.003502626970227629,0.021582733812949728,0.007531380753138084,0.0,0.0,0.030876494023904355,0.0,-0.011428571428571455,0.0,0.0,0.007291666666666696,-0.003696857670979714,0.0,0.0,0.046324269889224556,0.0,0.0,0.017010935601458055,0.037837837837837895,0.0,0.01882845188284521
1999-03-19,-0.008726003490401424,-0.0255281690140845,-0.038205980066445155,0.0,0.0,-0.006763285024154575,0.0,-0.0028901734104046506,0.0,0.0,-0.02378490175801451,0.0037105751391466324,0.0,0.0,-0.018286814244465877,0.0,0.0,-0.03823178016726403,-0.01909722222222221,0.0,-0.030800821355236097
1999-03-22,-0.0017605633802817433,-0.031616982836495056,-0.006044905008635526,0.0,0.0,-0.009727626459143934,0.0,-0.02608695652173909,0.0,0.0,-0.021186440677966156,0.005545286506469571,0.0,0.0,-0.03725490196078429,0.0,0.0,0.001242236024844745,0.005309734513274433,0.0,-0.016949152542372836
1999-03-23,0.01940035273368612,-0.028917910447761153,-0.026933101650738478,0.0,0.0,-0.03929273084479368,0.0,-0.044642857142857095,0.0,0.0,-0.02922077922077926,-0.023897058823529438,0.0,0.0,-0.03258655804480648,0.0,0.0,-0.09429280397022333,-0.04401408450704225,0.0,-0.03448275862068961
1999-03-24,0.02422145328719716,0.043227665706051965,-0.0267857142857143,0.0,0.0,-0.01635991820040905,0.0,0.012461059190031154,0.0,0.0,0.015607580824972045,0.015065913370998052,0.0,0.0,0.010526315789473717,0.0,0.0,0.03767123287671237,-0.025782688766114226,0.0,-0.004464285714285698
1999-03-25,-0.015202702702702742,-0.013812154696132617,-0.031192660550458662,0.0,0.0,0.047817047817047875,0.0,0.027692307692307683,0.0,0.0,0.005488474204171201,-0.007421150278293154,0.0,0.0,0.05624999999999991,0.0,0.0,0.040264026402640374,-0.001890359168241984,0.0,0.07623318385650224
1999-03-26,0.0171526586620927,-0.007469654528478031,0.05965909090909083,0.0,0.0,0.005952380952380931,0.0,-0.014970059880239472,0.0,0.0,-0.00545851528384278,-0.013084112149532756,0.0,0.0,0.006903353057199135,0.0,0.0,-0.022208121827411165,-0.045454545454545414,0.0,-0.004166666666666652
1999-03-29,0.07588532883642496,0.00940733772342428,-0.00357462019660415,0.0,0.0,0.01183431952662728,0.0,0.0607902735562309,0.0,0.0,0.07025246981339195,-0.007575757575757569,0.0,0.0,0.013712047012732542,0.0,0.0,0.0480207657365348,0.029761904761904656,0.0,-0.01673640167364021
1999-03-30,-0.0329153605015674,-0.016775396085740968,-0.036771300448430466,0.0,0.0,0.0,0.0,-0.07163323782234954,0.0,0.0,-0.01538461538461533,-0.040076335877862634,0.0,0.0,-0.010628019323671523,0.0,0.0,-0.02352941176470591,0.019267822736030782,0.0,-0.019148936170212738
1999-03-31,-0.021069692058346856,0.0009478672985780978,-0.016759776536312887,0.0,0.0,-0.003898635477582846,0.0,0.0185185185185186,0.0,0.0,0.0,0.005964214711729587,0.0,0.0,-0.0546875,0.0,0.0,0.0069752694990488084,0.030245746691871522,0.0,-0.0195227765726681
1999-04-01,-0.011589403973509937,0.004734848484848397,0.0,0.0,0.0,0.012720156555773077,0.0,0.030303030303030276,0.0,0.0,0.007291666666666696,0.02371541501976293,0.0,0.0,0.013429752066115741,0.0,0.0,0.044080604534004975,0.00917431192660545,0.0,-0.011061946902654829
1999-04-02,0.010887772194304812,0.005655042412818112,-0.015151515151515138,0.0,0.0,0.01400966183574881,0.0,0.0117647058823529,0.0,0.0,0.003619441571871773,0.0009652509652509078,0.0,0.0,0.0183486238532109,0.0,0.0,0.03437876960192998,0.011818181818181728,0.0,-0.02684563758389258
1999-04-05,0.010770505385252704,0.005623242736644718,-0.01538461538461533,0.0,0.0,0.013816102906145877,0.0,0.011627906976744207,0.0,0.0,0.003606388459556964,0.0009643201542912649,0.0,0.0,0.018018018018018056,0.0,0.0,0.033236151603498465,0.011680143755615546,0.0,-0.02758620689655178
1999-04-06,-0.0360655737704918,-0.012115563839701804,-0.0263671875,0.0,0.0,0.007518796992481258,0.0,-0.031609195402298895,0.0,0.0,-0.014373716632443578,-0.028901734104046284,0.0,0.0,-0.026548672566371723,0.0,0.0,0.0056433408577878375,-0.02131438721136769,0.0,0.0023640661938533203
1999-04-07,-0.020408163265306145,-0.0018867924528301883,-0.034102306920762326,0.0,0.0,0.06996268656716409,0.0,-0.011869436201780381,0.0,0.0,0.015625,0.017857142857142794,0.0,0.0,-0.004040404040404066,0.0,0.0,0.011784511784511675,0.016333938294010864,0.0,0.02594339622641506
1999-04-08,0.0,-0.015122873345935761,0.07580477673935615,0.0,0.0,0.018308631211856996,0.0,-0.012012012012011963,0.0,0.0,0.003076923076922977,-0.003898635477582846,0.0,0.0,0.04158215010141997,0.0,0.0,-0.02329450915141429,0.02499999999999991,0.0,0.02758620689655178
1999-04-09,0.00694444444444442,0.018234165067178454,0.04150579150579148,0.0,0.0,0.008561643835616417,0.0,-0.006079027355623046,0.0,0.0,-0.0030674846625766694,-0.021526418786692814,0.0,0.0,0.0019474196689386325,0.0,0.0,0.005110732538330387,0.006968641114982521,0.0,0.05369127516778516
1999-04-12,0.022413793103448265,-0.008482563619227168,0.03799814643188126,0.0,0.0,0.005093378607809784,0.0,0.0,0.0,0.0,0.03384615384615386,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,-0.03446327683615824,0.03114186851211076,0.0,0.01273885350318471
1999-04-13,0.005059021922428242,0.02186311787072248,0.013392857142857206,0.0,0.0,0.016891891891891886,0.0,-0.003058103975535187,0.0,0.0,-0.007936507936507908,-0.0039215686274509665,0.0,0.0,-0.004859086491739606,0.0,0.0,-0.0064365125804564105,-0.003355704697986628,0.0,-0.02096436058700213
1999-04-14,-0.03355704697986572,-0.012093023255813962,0.013215859030837107,0.0,0.0,-0.02491694352159468,0.0,0.021472392638036908,0.0,0.0,0.05400000000000005,-0.003937007874015741,0.0,0.0,-0.046875,0.0,0.0,-0.018256772673733823,-0.03535353535353536,0.0,-0.023554603854389677
1999-04-15,0.05729166666666674,-0.039548022598870025,-0.034782608695652195,0.0,0.0,-0.03151618398637135,0.0,0.0030030030030030463,0.0,0.0,-0.06641366223908918,0.045454545454545414,0.0,0.0,-0.03995901639344257,0.0,0.0,0.041391721655668956,-0.0017452006980802626,0.0,-0.06140350877192979
1999-04-16,0.05747126436781613,-0.03529411764705881,-0.033333333333333326,0.0,0.0,0.0079155672823219,0.0,-0.005988023952095856,0.0,0.0,-0.009146341463414642,0.037807183364839236,0.0,0.0,-0.009605122732123772,0.0,0.0,0.012672811059907918,-0.00874125874125875,0.0,-0.03971962616822433
1999-04-19,0.006211180124223503,-0.008130081300813052,-0.016775396085740968,0.0,0.0,-0.013961605584642212,0.0,0.012048192771084265,0.0,0.0,-0.01538461538461533,-0.012750455373406244,0.0,0.0,-0.044181034482758674,0.0,0.0,-0.04436860068259385,0.015873015873015817,0.0,-0.05596107055961075
1999-04-20,-0.035493827160493874,-0.0010245901639344135,0.0009478672985780978,0.0,0.0,0.030973451327433565,0.0,0.005952380952380931,0.0,0.0,-0.015625,0.0,0.0,0.0,0.013528748590755368,0.0,0.0,-0.04761904761904767,0.03125,0.0,0.010309278350515427
1999-04-21,0.033600000000000074,0.006153846153846176,0.012310606060605966,0.0,0.0,0.016309012875536544,0.0,0.002958579881656709,0.0,0.0,0.015873015873015817,0.007380073800737907,0.0,0.0,0.04338153503893216,0.0,0.0,0.08749999999999991,-0.01851851851851849,0.0,0.05102040816326525
1999-04-22,0.001547987616099089,0.10907237512742096,-0.003741814780168329,0.0,0.0,0.013513513513513598,0.0,0.005899705014749346,0.0,0.0,-0.0010416666666667185,0.031135531135531025,0.0,0.0,0.011727078891258014,0.0,0.0,0.013218390804597746,-0.006861063464837058,0.0,0.024271844660194164
1999-04-23,-0.03091190108191655,-0.007352941176470562,-0.009389671361502372,0.0,0.0,-0.0016666666666667052,0.0,0.032258064516129004,0.0,0.0,0.016684045881126153,0.0248667850799289,0.0,0.0,0.004214963119072657,0.0,0.0,-0.014747589336358446,-0.008635578583765069,0.0,0.004739336492890933
1999-04-26,-0.046251993620414655,0.0009259259259259967,-0.024644549763033208,0.0,0.0,-0.014190317195325597,0.0,0.0028409090909091717,0.0,0.0,-0.016410256410256396,-0.024263431542461023,0.0,0.0,-0.039874081846799525,0.0,0.0,0.029360967184801412,-0.024390243902439046,0.0,0.004716981132075526
1999-04-27,0.02341137123745818,-0.010175763182238673,0.023323615160349753,0.0,0.0,0.022861981371718798,0.0,0.028328611898017053,0.0,0.0,-0.006256517205422307,-0.014209591474245165,0.0,0.0,-0.01967213114754096,0.0,0.0,0.02237136465324374,0.02857142857142847,0.0,0.039906103286385
1999-04-28,0.011437908496731986,-0.020560747663551426,-0.07502374169040837,0.0,0.0,-0.012417218543046338,0.0,-0.0055096418732781816,0.0,0.0,0.023084994753410193,-0.0018018018018017834,0.0,0.0,-0.0011148272017836858,0.0,0.0,-0.020787746170678356,0.0,0.0,-0.006772009029345383
1999-04-29,0.030694668820678617,-0.024809160305343525,-0.010266940451745366,0.0,0.0,0.023470243084660503,0.0,-0.049861495844875314,0.0,0.0,-0.043076923076923124,0.018050541516245522,0.0,0.0,-0.0669642857142857,0.0,0.0,-0.05139664804469268,0.02777777777777768,0.0,-0.03409090909090906
1999-04-30,-0.03448275862068961,-0.013698630136986356,-0.007261410788381717,0.0,0.0,-0.018837018837018826,0.0,0.04081632653061229,0.0,0.0,-0.018220793140407254,-0.03014184397163122,0.0,0.0,0.009569377990430672,0.0,0.0,-0.03769140164899887,0.0016891891891892552,0.0,0.0117647058823529
1999-05-03,0.006493506493506551,0.009920634920634885,-0.02612330198537094,0.0,0.0,0.0016694490818029983,0.0,0.04201680672268915,0.0,0.0,0.0021834061135370675,0.04936014625228524,0.0,0.0,0.017772511848341166,0.0,0.0,0.049571603427172484,0.018549747048903775,0.0,0.013953488372093092
1999-05-04,0.003225806451612856,0.02062868369351678,0.030042918454935563,0.0,0.0,-0.036666666666666625,0.0,-0.010752688172043001,0.0,0.0,0.014161220043573008,-0.010452961672473893,0.0,0.0,-0.008149010477299212,0.0,0.0,-0.01574344023323615,-0.038079470198675525,0.0,-0.05733944954128445
1999-05-05,-0.014469453376205754,0.002887391722810495,-0.014583333333333282,0.0,0.0,0.006920415224913601,0.0,-0.01902173913043481,0.0,0.0,0.013963480128893702,0.014084507042253502,0.0,0.0,-0.0035211267605633756,0.0,0.0,0.023104265402843494,0.013769363166953541,0.0,-0.0024330900243308973
1999-05-06,-0.019575856443719397,0.020153550863723613,0.008456659619450413,0.0,0.0,-0.0403780068728522,0.0,0.011080332409972193,0.0,0.0,-0.021186440677966156,-0.02256944444444442,0.0,0.0,-0.005889281507656108,0.0,0.0,-0.021424435437174316,-0.011884550084889645,0.0,-0.009756097560975618
1999-05-07,0.019966722129783676,-0.012229539040451542,0.01467505241090139,0.0,0.0,0.004476275738585445,0.0,-0.016438356164383605,0.0,0.0,0.006493506493506551,0.0248667850799289,0.0,0.0,0.034360189573459765,0.0,0.0,0.0035502958579882726,0.005154639175257714,0.0,0.0049261083743843415
1999-05-10,-0.027732463295269127,-0.015238095238095273,-0.017561983471074405,0.0,0.0,0.01693404634581097,0.0,0.0,0.0,0.0,-0.011827956989247324,-0.025996533795493937,0.0,0.0,-0.01145475372279492,0.0,0.0,-0.015330188679245293,-0.0444444444444444,0.0,-0.014705882352941124
