,experiment,policy,Gain,Final Value,Initial Value,num_stocks,pct_variance,initial_budget,trading_fee,average_error,status,runtime,leftover_cash,penalty,total_trades,total_trading_costs
96,21_171730_171523_9,Directional,0.044285098701449706,179335.07999999996,171730.0,21,0.0002039593175157927,171730,9,8.192673400295257,Infeasible,19.84553074836731,1313.0399999999881,,12,108
97,21_171730_171523_9,DirectionalIncentive_0,0.1918974553077503,204684.54999999996,171730.0,21,0.0002039593175157927,171730,9,8.192673400295257,Complete,27.13390302658081,1.8599999999805732,0.0,57,513
98,21_171730_171523_9,DirectionalIncentive_25.0,0.04459692540616069,179388.62999999998,171730.0,21,0.0002039593175157927,171730,9,8.192673400295257,Complete,43.82275199890137,380.2099999999881,0.25,26,234
99,21_171730_171523_9,DirectionalIncentive_50.0,0.04471990915972731,179409.74999999997,171730.0,21,0.0002039593175157927,171730,9,8.192673400295257,Complete,33.38976526260376,119.61999999998875,0.5,26,234
100,21_171730_171523_9,DirectionalIncentive_75.0,0.04471990915972731,179409.74999999997,171730.0,21,0.0002039593175157927,171730,9,8.192673400295257,Complete,40.092894315719604,119.61999999998875,0.75,26,234
101,21_171730_171523_9,Naive,0.04303057124555963,179119.63999999996,171730.0,21,0.0002039593175157927,171730,9,8.192673400295257,Complete,5.409892797470093,0.87999999998965,,17,153
102,21_19266_18894_2,Directional,-0.02905792587978813,18706.170000000002,19266.0,21,0.00017988166314217223,19266,2,5.943250406758759,Infeasible,19.61465334892273,3.270000000001801,,13,26
103,21_19266_18894_2,DirectionalIncentive_0,-0.08883058237309287,17554.589999999993,19266.0,21,0.00017988166314217223,19266,2,5.943250406758759,Infeasible,89.21754550933838,3.4899999999943248,0.0,36,72
104,21_19266_18894_2,DirectionalIncentive_25.0,-0.03289421779300311,18632.260000000002,19266.0,21,0.00017988166314217223,19266,2,5.943250406758759,Complete,29.86354374885559,472.8700000000009,0.25,25,50
105,21_19266_18894_2,DirectionalIncentive_50.0,-0.03162514273850292,18656.710000000003,19266.0,21,0.00017988166314217223,19266,2,5.943250406758759,Complete,28.43815851211548,497.32000000000147,0.5,25,50
106,21_19266_18894_2,DirectionalIncentive_75.0,-0.03162514273850292,18656.710000000003,19266.0,21,0.00017988166314217223,19266,2,5.943250406758759,Complete,27.173511743545532,497.32000000000147,0.75,25,50
107,21_19266_18894_2,Naive,-0.043632305616111235,18425.38,19266.0,21,0.00017988166314217223,19266,2,5.943250406758759,Complete,5.5046608448028564,0.08000000000174623,,15,30
108,21_19568_18843_5,Directional,-0.01625970973017162,19249.83,19568.0,21,0.0008526340702008097,19568,5,9.380656384282931,Infeasible,34.339658975601196,551.9800000000002,,16,80
109,21_19568_18843_5,DirectionalIncentive_0,0.031475878986099666,20183.92,19568.0,21,0.0008526340702008097,19568,5,9.380656384282931,Complete,58.82777786254883,6.789999999994052,0.0,46,230
110,21_19568_18843_5,DirectionalIncentive_25.0,-0.016527493867538833,19244.59,19568.0,21,0.0008526340702008097,19568,5,9.380656384282931,Complete,52.76029849052429,27.05999999999989,0.25,28,140
111,21_19568_18843_5,DirectionalIncentive_50.0,-0.016669562551103776,19241.81,19568.0,21,0.0008526340702008097,19568,5,9.380656384282931,Complete,47.62205123901367,240.38000000000014,0.5,27,135
112,21_19568_18843_5,DirectionalIncentive_75.0,-0.013260425183973813,19308.52,19568.0,21,0.0008526340702008097,19568,5,9.380656384282931,Complete,38.747084856033325,153.2700000000006,0.75,27,135
113,21_19568_18843_5,Naive,-0.022048242027800608,19136.559999999998,19568.0,21,0.0008526340702008097,19568,5,9.380656384282931,Complete,5.5776989459991455,0.05000000000040927,,19,95
114,21_215013_213542_6,Directional,0.004711854632045574,216026.11000000002,215013.0,21,0.00016033028996380997,215013,6,8.14368495807717,Infeasible,18.4911367893219,7200.629999999992,,12,72
115,21_215013_213542_6,DirectionalIncentive_0,-0.053662336695921006,203474.89999999994,215013.0,21,0.00016033028996380997,215013,6,8.14368495807717,Infeasible,26.291695833206177,24.04999999993015,0.0,25,150
