,experiment,policy,Gain,Final Value,Initial Value,num_stocks,pct_variance,initial_budget,trading_fee,average_error,status,runtime,leftover_cash,penalty,total_trades,total_trading_costs
0,21_93324_93014_4,Directional,0.01909894560884675,95106.39000000001,93324.0,21,0.00010011188984738807,93324,4,4.41600553310762,Infeasible,11.317009925842285,2722.4700000000053,,14,56
1,21_93324_93014_4,DirectionalIncentive_0,0.023569714114268676,95523.62000000001,93324.0,21,0.00010011188984738807,93324,4,4.41600553310762,Complete,20.9256911277771,7.680000000011205,0.0,49,196
2,21_93324_93014_4,DirectionalIncentive_25.0,0.01894571600017141,95092.09,93324.0,21,0.00010011188984738807,93324,4,4.41600553310762,Complete,21.003334999084473,95.55000000000649,0.25,23,92
3,21_93324_93014_4,DirectionalIncentive_50.0,0.018872422956581373,95085.25,93324.0,21,0.00010011188984738807,93324,4,4.41600553310762,Complete,16.25814962387085,88.7100000000068,0.5,24,96
4,21_93324_93014_4,DirectionalIncentive_75.0,0.01891014101410161,95088.77000000002,93324.0,21,0.00010011188984738807,93324,4,4.41600553310762,Complete,14.945887327194214,92.23000000000542,0.75,23,92
5,21_93324_93014_4,Naive,0.01806641378423571,95010.03000000001,93324.0,21,0.00010011188984738807,93324,4,4.41600553310762,Complete,3.5085980892181396,2.090000000005716,,17,68
6,22_159149_158404_9,Directional,0.0039798553556727075,159782.38999999996,159149.0,22,0.00017917646083579302,159149,9,8.519144372910151,Complete,10.833448886871338,1001.9799999999905,,18,162
7,22_159149_158404_9,DirectionalIncentive_0,-0.008263953904831213,157833.80000000002,159149.0,22,0.00017917646083579302,159149,9,8.519144372910151,Infeasible,15.15610957145691,1.0,0.0,32,288
8,22_159149_158404_9,DirectionalIncentive_25.0,0.011178643912308635,160928.07,159149.0,22,0.00017917646083579302,159149,9,8.519144372910151,Complete,12.744430303573608,2137.259999999991,0.25,25,225
9,22_159149_158404_9,DirectionalIncentive_50.0,0.004531288289590221,159870.15,159149.0,22,0.00017917646083579302,159149,9,8.519144372910151,Complete,14.436009168624878,125.21999999999025,0.5,20,180
10,22_159149_158404_9,DirectionalIncentive_75.0,0.004531288289590221,159870.15,159149.0,22,0.00017917646083579302,159149,9,8.519144372910151,Complete,14.02570366859436,125.21999999999025,0.75,20,180
